Order ID,Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Customer Name,Customer State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name
51556,01/03/2017,High,10,45.69,Express Air,-24.21,4.17,Frank Atkinson,Georgia,South,Corporate,Office Supplies,Pens & Art Supplies,Barrel Sharpener
51557,27/09/2016,High,14,37.9,Regular Air,-22.01,2.4,Craig Carroll,Idaho,West,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils
51557,08/04/2016,High,36,1749.07,Regular Air,804.66,5.79,Craig Carroll,Idaho,West,Corporate,Office Supplies,Paper,Xerox 1937
51558,27/08/2015,Not Specified,47,4177.66,Delivery Truck,-1057.75,60,Greg Guthrie,Nebraska,Central,Corporate,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
51558,24/03/2016,Not Specified,34,245.4,Regular Air,-87.27,6.92,Greg Guthrie,Nebraska,Central,Corporate,Office Supplies,Paper,Xerox 1898
51559,09/03/2016,Low,34,823.98,Regular Air,129.81,4.08,David Philippe,New York,East,Consumer,Office Supplies,Pens & Art Supplies,Boston 1799 Powerhouse™ Electric Pencil Sharpener
51584,11/02/2016,Critical,48,5620.2,Delivery Truck,176.04,30,Rob Haberlin,Michigan,Central,Corporate,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame
51619,23/07/2015,Not Specified,6,958.06,Regular Air,-77.09,19.99,Stephanie Ulpright,New Mexico,West,Consumer,Office Supplies,Storage & Organization,Economy Rollaway Files
51619,28/08/2015,Not Specified,46,100.6,Regular Air,11.55,1,Stephanie Ulpright,New Mexico,West,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack"
51619,08/01/2016,Not Specified,31,11262.04,Delivery Truck,1660.92,58.92,Stephanie Ulpright,New Mexico,West,Consumer,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms
51619,24/12/2015,Not Specified,2,14.75,Regular Air,-11.4195,7.01,Stephanie Ulpright,New Mexico,West,Consumer,Office Supplies,Binders and Binder Accessories,Avery Binder Labels
51620,13/10/2016,Medium,12,173.97,Regular Air,-2.55,4.51,Ben Peterman,Connecticut,East,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black"
51623,25/08/2016,Critical,17,39.23,Regular Air,-66.58,5.33,Michelle Huthwaite,Idaho,West,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories
51648,26/06/2015,Low,50,187.88,Regular Air,-38.23,2.97,Roy Skaria,Illinois,Central,Corporate,Office Supplies,Paper,Unpadded Memo Slips
51648,18/07/2015,Low,45,2354.8,Regular Air,332.97,19.99,Roy Skaria,Illinois,Central,Corporate,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem
51650,18/08/2015,High,25,470.11,Regular Air,91.09,5.97,Rachel Payne,Wisconsin,Central,Consumer,Office Supplies,Paper,Xerox 1936
51650,20/03/2017,High,43,10854.83,Delivery Truck,2039.41,28.06,Rachel Payne,Wisconsin,Central,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer
51650,20/05/2016,High,19,51.23,Regular Air,-5.29,0.96,Rachel Payne,Wisconsin,Central,Consumer,Office Supplies,Pens & Art Supplies,Newell 343
51652,12/09/2015,Not Specified,38,4992.63,Express Air,44.13,19.99,Rachel Payne,Wisconsin,Central,Home Office,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size"
51652,26/12/2016,Not Specified,37,195.51,Express Air,95.56,0.49,Rachel Payne,Wisconsin,Central,Home Office,Office Supplies,Labels,Avery White Multi-Purpose Labels
51687,07/12/2015,Low,42,248.92,Regular Air,-66.87,5.3,Craig Molinari,Texas,Central,Small Business,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes
51713,29/06/2016,Not Specified,35,133.07,Regular Air,-15.96,0.94,Bill Overfelt,California,West,Corporate,Office Supplies,Rubber Bands,Rubber Band Ball
51714,02/01/2017,Not Specified,33,194.09,Regular Air,-63.35,5.37,Lauren Leatherbury,New Jersey,East,Home Office,Office Supplies,Paper,Xerox 1950
51747,25/10/2016,Medium,3,12.11,Regular Air,-0.98,0.5,Harold Pawlan,Virginia,South,Small Business,Office Supplies,Labels,Avery 52
51777,14/06/2015,Medium,4,3465.97,Regular Air,194.3185,19.99,Mike Kennedy,Mass,East,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System
51777,08/03/2016,Medium,13,1307.88,Regular Air,206.86,7.18,Mike Kennedy,Mass,East,Small Business,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite
51780,02/01/2016,Low,44,185.82,Express Air,11.45,2.26,Rob Beeghly,Virginia,South,Consumer,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
51780,19/10/2015,Low,26,1846.2,Delivery Truck,-584.93,60,Rob Beeghly,Virginia,South,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
51780,14/02/2017,Low,11,32.03,Regular Air,7.41,0.5,Rob Beeghly,Virginia,South,Consumer,Office Supplies,Labels,Avery 520
51780,06/10/2016,Low,42,372.69,Express Air,-177.031,8.94,Rob Beeghly,Virginia,South,Consumer,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
51783,28/05/2016,Medium,13,646.55,Regular Air,244.13,5.79,Brian Stugart,Connecticut,East,Consumer,Office Supplies,Paper,Xerox 1937
51783,21/03/2016,Medium,10,1875.18,Delivery Truck,-102.25,29.21,Brian Stugart,Connecticut,East,Consumer,Furniture,Tables,"Bevis Round Conference Table Top, X-Base"
51783,16/01/2017,Medium,47,3587.72,Delivery Truck,-3050.12,89.3,Brian Stugart,Connecticut,East,Consumer,Furniture,Tables,KI Conference Tables
51813,20/07/2016,Not Specified,13,1390.17,Regular Air,-469.84,35,Lena Creighton,Washington,West,Corporate,Office Supplies,Storage & Organization,"Carina Mini System Audio Rack, Model AR050B"
51814,15/08/2015,Critical,13,104.51,Regular Air,-9.2805,4.71,Michael Granlund,Mass,East,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal
51815,14/10/2016,Low,21,2292.1015,Regular Air,398.358,3,Anthony Rawles,Illinois,Central,Small Business,Technology,Telephones and Communication,270c
51815,16/03/2017,Low,37,227.5,Regular Air,-256.519,9.92,Anthony Rawles,Illinois,Central,Small Business,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders
51842,04/03/2016,Low,4,431.11,Regular Air,-244.33,35,Tamara Manning,South Carolina,South,Corporate,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units
51842,18/08/2016,Low,1,54.22,Regular Air,-19.09,5.81,Tamara Manning,South Carolina,South,Corporate,Office Supplies,Paper,Xerox 1891
51872,14/12/2015,Medium,10,2193.93,Regular Air,41.83,24.49,Shui Tom,New York,East,Consumer,Furniture,Chairs & Chairmats,Safco Contoured Stacking Chairs
51872,21/09/2016,Medium,11,812.498,Express Air,128.952,1.25,Shui Tom,New York,East,Consumer,Technology,Telephones and Communication,Accessory8
51872,14/12/2016,Medium,37,4657.6515,Regular Air,1242.846,3.9,Shui Tom,New York,East,Consumer,Technology,Telephones and Communication,T39m
51873,14/12/2015,High,29,265.92,Regular Air,79.67,2.15,Muhammed Yedwab,New York,East,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7"""
51876,30/12/2016,Critical,2,95.0555,Regular Air,-298.166,5,Victor Price,North Carolina,South,Consumer,Technology,Telephones and Communication,Accessory36
51879,10/12/2015,Not Specified,46,991.36,Regular Air,212.06,8.68,Monica Federle,New Jersey,East,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
51879,22/06/2015,Not Specified,26,1382.31,Regular Air,372.26,19.99,Monica Federle,New Jersey,East,Corporate,Furniture,Office Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
51906,29/11/2016,High,24,206.34,Regular Air,-38.23,3.62,Art Foster,Illinois,Central,Home Office,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack"
51937,10/08/2016,High,39,11613.13,Delivery Truck,2816.21,42.52,James Lanier,Delaware,East,Corporate,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
51938,16/12/2016,Low,5,503.3275,Regular Air,-488.312,5.63,Jim Radford,Mass,East,Corporate,Technology,Telephones and Communication,8290
51940,13/02/2016,High,11,65.5,Regular Air,-55.94,4.38,Ivan Gibson,New Mexico,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack"
51943,07/09/2015,High,11,113.19,Regular Air,-53.25,9.86,Dorris Love,North Carolina,South,Home Office,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
51943,09/06/2016,High,13,196.04,Regular Air,2.125,7.27,Dorris Love,North Carolina,South,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand"
51943,07/11/2015,High,28,140.02,Regular Air,66.71,0.5,Dorris Love,North Carolina,South,Home Office,Office Supplies,Labels,Avery 508
51968,16/10/2016,Medium,43,3231.564,Regular Air,1166.094,0.99,Sharelle Roach,South Carolina,South,Home Office,Technology,Telephones and Communication,Accessory34
51969,17/12/2016,High,16,196.98,Regular Air,-5.76,6.47,Irene Maddox,Colorado,West,Consumer,Office Supplies,Paper,Xerox 1881
51969,28/01/2017,High,33,1756.695,Regular Air,164.97,8.8,Irene Maddox,Colorado,West,Consumer,Technology,Telephones and Communication,6120
51970,04/03/2016,Not Specified,1,171.71,Delivery Truck,-394.79,56.14,Allen Rosenblatt,Mass,East,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer
51971,24/09/2016,Not Specified,39,1326.04,Regular Air,-1129.96,35,Dorothy Badders,Delaware,East,Home Office,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes
51971,08/06/2016,Not Specified,22,3881.89,Regular Air,-892.8,69,Dorothy Badders,Delaware,East,Home Office,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
51974,29/09/2015,High,10,1290.37,Regular Air,231.16,24.49,Trudy Brown,Florida,South,Small Business,Office Supplies,Appliances,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room
51974,29/05/2016,High,2,23.18,Regular Air,-14.881,6.19,Trudy Brown,Florida,South,Small Business,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs
51975,07/10/2015,Low,12,1064.7865,Regular Air,-181.005,2.5,Michael Granlund,Mass,East,Home Office,Technology,Telephones and Communication,DPC 650 Piper
52002,04/04/2017,High,11,2489.85,Delivery Truck,-566.5,69.64,Cindy Stewart,Arizona,West,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
52003,14/05/2016,Low,2,93.3385,Regular Air,-300.388,5,Charles Crestani,Georgia,South,Consumer,Technology,Telephones and Communication,Accessory36
52003,15/03/2017,Low,11,1884.208,Delivery Truck,-776.72,110.2,Charles Crestani,Georgia,South,Consumer,Furniture,Tables,Bush Advantage Collection® Round Conference Table
52006,20/08/2016,Medium,39,392.81,Regular Air,13.91,2.89,Carlos Meador,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener
52006,11/10/2015,Medium,42,375.76,Regular Air,-241.63,10.16,Carlos Meador,Florida,South,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps
52007,23/09/2015,Medium,25,68.54,Regular Air,22.2,0.5,Alejandro Grove,California,West,Consumer,Office Supplies,Labels,Avery 507
52007,03/07/2016,Medium,19,10351.01,Delivery Truck,948.03,45.7,Alejandro Grove,California,West,Consumer,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
52035,14/07/2016,High,29,20872.16,Regular Air,-4437.91,24.49,Roy Skaria,Illinois,Central,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier
52039,20/07/2015,Critical,48,2006.38,Regular Air,840.46,1.99,Justin MacKendrick,North Carolina,South,Corporate,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack"
52068,29/07/2016,Not Specified,47,24559.91,Delivery Truck,7358.66,16.63,Peter Fuller,Georgia,South,Corporate,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer
52068,18/02/2017,Not Specified,31,163.27,Regular Air,-0.621,2.99,Peter Fuller,Georgia,South,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders"
52068,12/07/2016,Not Specified,21,1217.5,Delivery Truck,-412.36,36.61,Peter Fuller,Georgia,South,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases
52068,13/03/2017,Not Specified,17,441.53,Delivery Truck,-119.55,14.36,Peter Fuller,Georgia,South,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black"
52070,03/09/2016,Not Specified,29,67.97,Regular Air,-109.94,5.2,Natalie Webber,Ohio,Central,Corporate,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow"
52071,31/10/2015,Not Specified,1,12.74,Regular Air,-11.39,4.95,Annie Thurman,Idaho,West,Consumer,Furniture,Office Furnishings,Staples Plastic Wall Frames
52071,10/02/2016,Not Specified,14,136.85,Regular Air,-4.4275,5.6,Annie Thurman,Idaho,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs
52098,17/06/2016,Medium,19,812.06,Regular Air,220.065,10.55,Darren Budd,Texas,Central,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers
52102,04/12/2015,Medium,8,104.27,Regular Air,-23.61,5.81,Philip Brown,Utah,West,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener
52128,13/11/2015,Not Specified,11,13.52,Regular Air,-27.66,2.96,Sanjit Jacobs,Idaho,West,Consumer,Technology,Computer Peripherals,"Sony IBM Color Diskettes, 25/Pack"
52130,14/05/2016,Low,13,63.33,Regular Air,-39.9625,5.34,Carlos Soltero,Michigan,Central,Consumer,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco
52130,26/01/2017,Low,36,1436.55,Regular Air,-4.01,18.98,Carlos Soltero,Michigan,Central,Consumer,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories
52135,30/08/2016,Low,38,3922.96,Regular Air,863.57,19.99,Jeremy Ellison,Utah,West,Small Business,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem
52160,30/10/2016,Critical,6,631.499,Regular Air,-403.018,8.08,Jack Garza,Illinois,Central,Corporate,Technology,Telephones and Communication,M3682
52160,12/03/2017,Critical,5,15.6,Express Air,1.67,0.78,Jack Garza,Illinois,Central,Corporate,Office Supplies,Rubber Bands,Stockwell Push Pins
52162,17/11/2016,Not Specified,39,261.16,Regular Air,-220.3,9.68,Darren Budd,Texas,Central,Home Office,Office Supplies,Paper,Xerox 1993
52162,15/11/2016,Not Specified,47,155.22,Regular Air,23.34,1.35,Darren Budd,Texas,Central,Home Office,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go
52164,28/12/2016,Not Specified,30,1824.848,Regular Air,364.23,8.8,John Lucas,Maryland,South,Small Business,Technology,Telephones and Communication,6120
52193,13/02/2016,Not Specified,47,137.18,Regular Air,6.04,0.96,Mike Pelletier,New Jersey,East,Corporate,Office Supplies,Pens & Art Supplies,Newell 343
52193,30/05/2016,Not Specified,1,17.89,Express Air,10.51,0.5,Mike Pelletier,New Jersey,East,Corporate,Office Supplies,Labels,Avery 492
52194,09/05/2017,Critical,25,612.93,Regular Air,-5.037,12.98,Greg Tran,Nebraska,Central,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers
52194,12/11/2016,Critical,12,1551.34,Delivery Truck,-483.12,78.64,Greg Tran,Nebraska,Central,Home Office,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
52195,07/11/2016,Not Specified,19,267,Regular Air,-2.829,7.17,Alyssa Tate,Florida,South,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
52196,16/08/2015,Not Specified,1,3.85,Regular Air,-1.36,0.99,Adam Hart,Connecticut,East,Corporate,Office Supplies,Labels,Avery 481
52196,24/03/2016,Not Specified,10,547.0005,Regular Air,-97.196,3.9,Adam Hart,Connecticut,East,Corporate,Technology,Telephones and Communication,StarTAC Series
52197,24/02/2017,Critical,23,91.94,Regular Air,-10.11,2,Maxwell Schwartz,New Mexico,West,Corporate,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks
52197,18/12/2016,Critical,6,377.03,Regular Air,-78.82,6.88,Maxwell Schwartz,New Mexico,West,Corporate,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System
52199,26/06/2016,Medium,19,92.24,Regular Air,-60.582,5.24,Adam Shillingsburg,South Carolina,South,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders
52225,22/05/2016,Critical,10,131.09,Regular Air,10.94,2.85,Dana Kaydos,New Jersey,East,Corporate,Furniture,Office Furnishings,Aluminum Document Frame
52225,02/03/2016,Critical,33,1817.9,Regular Air,700.31,10.75,Dana Kaydos,New Jersey,East,Corporate,Office Supplies,Paper,Xerox 1940
52227,16/10/2015,Medium,37,240.52,Regular Air,-164.18,8.19,Trudy Bell,Alabama,South,Consumer,Office Supplies,Paper,Xerox 217
52230,13/10/2016,Critical,29,2700.78,Delivery Truck,-793.36,58.2,Adrian Shami,Wisconsin,Central,Consumer,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs
52256,26/07/2016,Not Specified,23,1236.954,Regular Air,119.889,4.2,Cari MacIntyre,Virginia,South,Corporate,Technology,Telephones and Communication,5170
52258,28/11/2015,Low,5,63.85,Regular Air,40.44,2.85,Thais Sissman,Wisconsin,Central,Small Business,Furniture,Office Furnishings,Aluminum Document Frame
52261,20/08/2016,Not Specified,49,10261.25,Delivery Truck,611.11,52.2,Bruce Degenhardt,Arizona,West,Home Office,Furniture,Tables,Bush Advantage Collection® Round Conference Table
52288,19/05/2016,High,19,1410.44,Regular Air,545.11,19.99,Kimberly Carter,Michigan,Central,Home Office,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock
52290,24/11/2016,Low,7,1134.05,Regular Air,149.498,19.99,Dennis Kane,North Carolina,South,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System
52290,05/12/2016,Low,28,1470.0495,Regular Air,185.94,4.99,Dennis Kane,North Carolina,South,Small Business,Technology,Telephones and Communication,T193
52291,05/10/2015,Critical,5,88.315,Regular Air,-72.402,0.99,Michelle Tran,Idaho,West,Corporate,Technology,Telephones and Communication,Accessory25
52291,17/10/2016,Critical,48,287.54,Regular Air,57.28,0.96,Michelle Tran,Idaho,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 315
52292,28/04/2017,Not Specified,18,2379.15,Delivery Truck,-261.77,30,Corey Catlett,Colorado,West,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
52293,24/05/2016,High,4,31.14,Regular Air,-14.59,5.86,Ken Lonsdale,Georgia,South,Consumer,Office Supplies,Paper,Xerox 1904
52320,13/12/2016,Low,41,112.6,Regular Air,0.49,1.01,Roland Murray,Ohio,Central,Home Office,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box"
52321,25/08/2016,High,45,13104.992,Delivery Truck,5626.42,60,Doug Bickford,Alabama,South,Small Business,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
52321,07/12/2016,High,48,617.26,Regular Air,-37.52,6.13,Doug Bickford,Alabama,South,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File
52322,03/01/2017,Low,1,5.7,Regular Air,-2.34,2,Joni Blumstein,Connecticut,East,Consumer,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks
52324,06/04/2016,Not Specified,4,757.11,Delivery Truck,-224.35,30,Hallie Redmond,South Carolina,South,Small Business,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
52325,20/06/2016,Not Specified,23,5126.3,Regular Air,2019.192,15.01,Paul MacIntyre,Florida,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine
52326,21/03/2016,Low,41,152.28,Regular Air,-154.813,5.44,Dennis Bolton,New Jersey,East,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
52327,16/03/2017,Medium,27,3853.47,Regular Air,21.5,6.5,Patrick O'Donnell,Colorado,West,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard
52327,25/02/2017,Medium,5,28.23,Regular Air,-14.69,4.7,Patrick O'Donnell,Colorado,West,Home Office,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright)
52357,21/06/2015,Not Specified,49,541.47,Regular Air,90.62,4.8,Bobby Odegard,New York,East,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
52386,25/01/2016,High,6,700.73,Delivery Truck,-216.76,26.3,Susan Vittorini,New Jersey,East,Home Office,Technology,Office Machines,Canon S750 Color Inkjet Printer
52389,27/09/2016,Critical,31,655.33,Regular Air,-57.16,8.99,Justin Deggeller,Alabama,South,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener
52391,07/07/2015,High,36,1072.36,Regular Air,440.48,4.86,Alan Hwang,Virginia,South,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate"
52391,18/06/2016,High,39,857.84,Regular Air,-309.43,11.52,Alan Hwang,Virginia,South,Corporate,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black"
52416,30/09/2016,Not Specified,40,9141.64,Delivery Truck,-381.46,69.64,Dave Brooks,Illinois,Central,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
52416,10/07/2016,Not Specified,6,49.81,Regular Air,-16.95,5.83,Dave Brooks,Illinois,Central,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
52419,06/12/2015,High,32,3500.49,Regular Air,230.64,8.64,Chuck Magee,Alabama,South,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers
52423,09/11/2015,Critical,25,1128.03,Regular Air,256.3,6.22,Allen Armold,Washington,West,Home Office,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame"
52423,07/05/2016,Critical,49,1734.4,Regular Air,749.16,1.99,Allen Armold,Washington,West,Home Office,Technology,Computer Peripherals,Imation DVD-RAM discs
52448,12/06/2016,Not Specified,22,6767.43,Delivery Truck,803.48,58.95,Barry Weirich,Maryland,South,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs
52480,24/03/2016,Not Specified,47,1020.88,Regular Air,173.94,8.99,Anne Pryor,Ohio,Central,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
52482,10/04/2017,Critical,21,848.2,Express Air,163.78,5.33,Greg Guthrie,Nebraska,Central,Corporate,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector
52482,08/11/2015,Critical,30,717.21,Regular Air,217.06,3.63,Greg Guthrie,Nebraska,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock"
52486,10/07/2016,Not Specified,41,11883.2,Regular Air,4160.88,7.18,Dorris Love,North Carolina,South,Home Office,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite
52487,05/10/2015,Critical,17,124.06,Regular Air,15.74,2.5,Nathan Mautz,Alabama,South,Corporate,Office Supplies,Envelopes,Staples #10 Colored Envelopes
52512,21/12/2015,High,4,49.86,Regular Air,-21.77,4.98,Jim Kriz,California,West,Consumer,Office Supplies,Appliances,Staples 6 Outlet Surge
52512,10/07/2015,High,32,197.49,Express Air,-52.8425,5.01,Jim Kriz,California,West,Consumer,Office Supplies,Binders and Binder Accessories,Binder Posts
52516,13/06/2016,High,50,4962.05,Delivery Truck,335.29,56.14,Scot Coram,Colorado,West,Corporate,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer
52516,11/04/2017,High,19,192.39,Express Air,-31.67,4.68,Scot Coram,Colorado,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors
52518,25/09/2015,Critical,8,168.99,Regular Air,-47.37,4,Roy Phan,New York,East,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum"
52519,28/05/2016,High,6,120.38,Regular Air,-29.77,6.32,Bill Eplett,North Carolina,South,Corporate,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
52576,10/07/2015,Low,10,958.18,Delivery Truck,126.81,14,Tony Sayre,New York,East,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer
52578,04/02/2017,Critical,38,6230.68,Delivery Truck,835.46,29.1,Pauline Webber,South Carolina,South,Consumer,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
52578,03/05/2017,Critical,8,1391.816,Regular Air,-344.82,69,Pauline Webber,South Carolina,South,Consumer,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table
52580,19/09/2016,High,16,367.09,Regular Air,74.2,1.99,Katherine Ducich,Colorado,West,Corporate,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack"
52580,15/04/2017,High,23,139.66,Regular Air,46.69,1.39,Katherine Ducich,Colorado,West,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes
52608,22/09/2015,Low,36,147.71,Regular Air,40.04,0.7,Thea Hudgings,Illinois,Central,Consumer,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford
52611,19/04/2016,Medium,11,24.95,Regular Air,-5.14,1.38,Cathy Prescott,Virginia,South,Corporate,Office Supplies,Rubber Bands,Advantus Push Pins
52615,29/07/2016,Low,18,76.85,Regular Air,-64.078,5.41,Liz Pelletier,Ohio,Central,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders
52615,28/01/2017,Low,4,67.22,Regular Air,-139.53,49,Liz Pelletier,Ohio,Central,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum
52640,12/02/2016,Medium,18,1163.75,Express Air,222.173,19.99,Steven Ward,Ohio,Central,Consumer,Office Supplies,Binders and Binder Accessories,GBC ProClick Punch Binding System
52641,03/05/2016,Not Specified,6,834.2155,Regular Air,-449.416,8.08,Julia Dunbar,New Mexico,West,Consumer,Technology,Telephones and Communication,300 Series Non-Flip
52642,12/01/2017,Low,9,742.84,Delivery Truck,-320.7,59.81,Magdelene Morse,Utah,West,Home Office,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set"
